GENERAZIONE,MAX,MEDIA,VARIANZA
1486,116,80,532,
1487,116,87,410,
1488,116,91,321,
1489,116,95,303,
1490,116,97,308,
1491,116,101,183,
1492,116,106,98,
1493,116,107,96,
1494,116,108,92,
1495,116,110,78,
1496,116,111,56,
1497,116,112,37,
1498,116,113,10,
1499,116,114,7,
1500,116,114,6,
1501,116,114,5,
1502,116,115,5,
1503,116,115,3,
1504,116,115,2,
1505,116,115,2,
1506,116,115,3,
1507,116,115,1,
1508,116,115,2,
1509,116,115,0,
1510,116,115,0,
1511,116,34,854,
1512,116,42,1020,
1513,116,48,890,
1514,116,55,908,
1515,116,68,810,
1516,116,77,608,
1517,116,85,487,
1518,116,88,346,
1519,116,90,369,
1520,116,94,284,
1521,116,98,223,
1522,116,100,251,
1523,116,102,191,
1524,116,104,130,
1525,116,107,107,
1526,116,108,82,
1527,116,111,32,
1528,116,111,40,
1529,116,111,35,
1530,116,113,10,
1531,116,113,10,
1532,116,114,6,
1533,116,114,6,
1534,116,114,5,
1535,116,114,4,
1536,116,115,3,
1537,116,115,4,
1538,116,115,2,
1539,116,115,2,
1540,116,115,2,
1541,116,115,2,
1542,116,115,2,
1543,116,115,1,
1544,116,115,1,
1545,116,115,0,
1546,116,115,0,
1547,116,34,830,
1548,116,41,1036,
1549,116,48,999,
1550,116,58,901,
1551,116,70,730,
1552,116,78,590,
1553,116,84,407,
1554,116,87,300,
1555,116,91,268,
1556,116,95,192,
1557,116,98,139,
1558,116,100,108,
1559,116,103,86,
1560,115,105,78,
1561,116,105,71,
1562,116,106,63,
1563,116,109,40,
1564,116,110,22,
1565,116,112,6,
1566,116,112,3,
1567,116,112,3,
1568,116,113,3,
1569,116,113,3,
1570,116,113,3,
1571,116,114,3,
1572,116,114,3,
1573,116,114,3,
1574,116,115,3,
1575,116,115,2,
1576,116,115,1,
1577,116,115,1,
1578,116,115,1,
1579,116,115,1,
1580,116,115,1,
1581,116,115,0,
1582,116,115,0,
1583,116,34,840,
1584,116,40,985,
1585,116,50,1204,
1586,116,61,1240,
1587,116,73,1057,
1588,116,84,891,
1589,116,92,686,
1590,116,96,475,
1591,116,103,304,
1592,116,104,235,
1593,116,105,244,
1594,116,108,177,
1595,116,110,131,
1596,116,111,90,
1597,116,112,64,
1598,116,112,82,
1599,116,112,58,
1600,116,113,31,
1601,116,114,9,
1602,116,114,9,
1603,116,114,8,
1604,116,114,7,
1605,116,114,7,
1606,116,114,6,
1607,116,115,6,
1608,116,114,9,
1609,116,115,6,
1610,116,115,5,
1611,116,115,3,
1612,116,115,4,
1613,116,115,4,
1614,116,115,3,
1615,116,115,0,
1616,116,115,0,
1617,116,34,837,
1618,116,37,691,
1619,116,45,952,
1620,116,55,969,
1621,116,64,836,
1622,116,70,501,
1623,116,78,392,
1624,115,83,343,
1625,116,86,397,
1626,116,90,322,
1627,116,95,218,
1628,116,97,155,
1629,116,99,147,
1630,116,102,95,
1631,116,104,91,
1632,116,106,82,
1633,116,107,81,
1634,116,110,45,
1635,116,111,28,
1636,116,112,26,
1637,116,112,19,
1638,116,113,15,
1639,116,113,15,
1640,116,113,14,
1641,116,114,10,
1642,116,114,10,
1643,116,114,10,
1644,116,114,9,
1645,116,114,6,
1646,116,114,8,
1647,116,114,7,
1648,116,115,4,
1649,116,114,5,
1650,116,115,4,
1651,116,115,4,
1652,116,115,2,
1653,116,115,2,
1654,116,115,1,
1655,116,115,1,
1656,116,115,0,
1657,116,115,0,
1658,116,35,821,
1659,116,41,1091,
1660,116,50,1231,
1661,116,61,1071,
1662,116,68,888,
1663,116,79,769,
1664,116,86,578,
1665,116,95,449,
1666,116,100,322,
1667,116,103,221,
1668,116,105,179,
1669,116,108,125,
1670,116,110,103,
1671,116,111,73,
1672,116,111,72,
1673,116,112,52,
1674,116,112,48,
1675,116,113,14,
1676,116,113,16,
1677,116,114,17,
1678,116,114,17,
1679,116,114,7,
1680,116,115,5,
1681,116,115,2,
1682,116,115,2,
1683,116,115,1,
1684,116,115,0,
1685,116,115,0,
1686,116,34,835,
1687,116,39,785,
1688,116,44,668,
1689,116,49,442,
1690,111,54,325,
1691,107,53,264,
1692,96,55,237,
1693,89,57,187,
1694,89,59,198,
1695,89,62,173,
1696,87,65,141,
1697,93,66,126,
1698,91,68,129,
1699,92,70,130,
1700,97,71,141,
1701,97,73,136,
1702,97,77,118,
1703,97,79,93,
1704,102,81,90,
1705,102,84,84,
1706,100,86,77,
1707,100,87,90,
1708,107,89,95,
1709,107,90,93,
1710,107,92,70,
1711,109,95,52,
1712,112,95,47,
1713,112,97,39,
1714,112,98,37,
1715,112,99,45,
1716,112,100,47,
1717,112,101,33,
1718,112,102,38,
1719,113,103,56,
1720,112,104,32,
1721,113,104,36,
1722,113,106,29,
1723,115,106,35,
1724,114,106,28,
1725,114,107,17,
1726,117,108,17,
1727,116,108,15,
1728,116,109,11,
1729,116,109,12,
1730,116,109,13,
1731,116,110,11,
1732,116,110,14,
1733,116,111,10,
1734,118,111,13,
1735,118,111,17,
1736,118,113,8,
1737,118,113,8,
1738,118,114,5,
1739,118,114,3,
1740,118,115,3,
1741,118,115,3,
1742,118,115,4,
1743,118,116,3,
1744,118,116,2,
1745,118,116,2,
1746,118,116,3,
1747,118,116,2,
1748,118,116,2,
1749,118,117,1,
1750,118,117,1,
1751,118,117,1,
1752,118,117,1,
1753,118,117,1,
1754,118,117,1,
1755,118,117,1,
1756,118,117,0,
1757,118,117,0,
1758,118,34,879,
1759,118,42,1156,
1760,118,55,1300,
1761,118,69,1516,
1762,118,82,1144,
1763,118,89,819,
1764,118,94,741,
1765,118,101,492,
1766,118,104,374,
1767,118,108,232,
1768,118,110,149,
1769,118,110,162,
1770,118,112,136,
1771,118,113,144,
1772,118,113,105,
1773,118,114,90,
1774,118,114,84,
1775,118,115,49,
1776,118,115,48,
1777,118,115,54,
1778,118,115,69,
1779,118,115,63,
1780,118,116,25,
1781,118,116,20,
1782,118,117,6,
1783,118,117,5,
1784,118,117,3,
1785,118,117,3,
1786,118,117,2,
1787,118,117,2,
1788,118,117,3,
1789,118,118,0,
1790,118,118,0,
1791,118,34,887,
1792,118,38,988,
1793,118,45,1023,
1794,118,56,1124,
1795,118,71,964,
1796,118,80,710,
1797,118,84,521,
1798,118,89,522,
1799,118,96,334,
1800,118,102,159,
1801,118,104,169,
1802,118,104,151,
1803,118,105,131,
1804,118,106,125,
1805,118,107,134,
1806,118,110,93,
1807,118,112,52,
1808,118,113,42,
1809,118,114,36,
1810,118,114,29,
1811,118,115,21,
1812,118,115,20,
1813,118,116,15,
1814,118,116,10,
1815,118,117,7,
1816,118,117,6,
1817,118,117,8,
1818,118,116,10,
1819,118,117,8,
1820,118,117,4,
1821,118,117,3,
1822,118,117,1,
1823,118,117,1,
1824,118,117,1,
1825,118,117,0,
1826,118,117,0,
1827,118,35,862,
1828,118,41,1025,
1829,118,52,1211,
1830,118,66,1175,
1831,118,78,1005,
1832,118,89,691,
1833,118,96,523,
1834,118,102,317,
1835,118,107,219,
1836,118,109,148,
1837,118,110,105,
1838,118,112,67,
1839,118,113,52,
1840,118,113,41,
1841,118,114,47,
1842,118,114,36,
1843,118,114,38,
1844,118,115,32,
1845,118,116,6,
1846,118,117,4,
1847,118,117,6,
1848,118,117,0,
1849,118,117,0,
1850,118,35,867,
1851,118,43,1166,
1852,118,52,1268,
1853,118,64,1165,
1854,118,76,960,
1855,118,83,840,
1856,118,92,739,
1857,118,101,531,
1858,118,106,313,
1859,118,109,175,
1860,118,110,126,
1861,118,113,44,
1862,120,113,45,
1863,118,114,34,
1864,118,115,29,
1865,118,115,19,
1866,118,117,2,
1867,118,117,2,
1868,118,117,1,
1869,118,117,3,
1870,118,117,2,
1871,118,117,1,
1872,118,117,2,
1873,118,117,2,
1874,118,117,1,
1875,118,117,1,
1876,118,117,0,
1877,118,118,0,
1878,118,34,886,
1879,118,34,605,
1880,118,40,674,
1881,118,50,727,
1882,118,59,785,
1883,118,67,682,
1884,118,72,586,
1885,118,76,510,
1886,118,84,374,
1887,118,88,277,
1888,118,91,247,
1889,117,93,234,
1890,118,97,208,
1891,118,101,196,
1892,118,106,113,
1893,118,107,102,
1894,118,110,46,
1895,118,111,33,
1896,118,113,25,
1897,118,114,17,
1898,118,114,17,
1899,118,114,18,
1900,118,114,15,
1901,118,115,12,
1902,118,116,7,
1903,118,116,5,
1904,118,117,3,
1905,118,117,1,
1906,118,117,1,
1907,118,117,0,
1908,118,117,0,
1909,118,35,870,
1910,118,41,939,
1911,118,50,956,
1912,118,59,998,
1913,118,67,844,
1914,118,71,906,
1915,118,79,790,
1916,118,88,661,
1917,118,96,470,
1918,118,100,351,
1919,118,105,183,
1920,118,107,160,
1921,118,108,164,
1922,118,108,169,
1923,118,110,112,
1924,118,111,91,
1925,118,112,77,
1926,118,113,44,
1927,118,114,37,
1928,118,115,23,
1929,118,116,11,
1930,118,116,9,
1931,118,117,6,
1932,118,117,4,
1933,118,117,2,
1934,118,117,1,
1935,118,117,0,
1936,118,117,0,
1937,118,34,872,
1938,118,41,968,
1939,118,50,1015,
1940,118,60,1146,
1941,118,73,925,
1942,118,86,664,
1943,118,92,435,
1944,118,96,364,
1945,118,98,344,
1946,118,99,384,
1947,118,106,263,
1948,118,109,119,
1949,118,111,74,
1950,118,112,60,
1951,118,113,62,
1952,118,114,35,
1953,118,115,19,
1954,118,115,14,
1955,118,116,10,
1956,118,116,12,
1957,118,116,11,
1958,118,116,11,
1959,118,117,6,
1960,118,117,0,
1961,118,117,0,
1962,118,34,883,
1963,118,39,800,
1964,118,49,1030,
1965,118,63,1042,
1966,118,74,902,
1967,118,84,557,
1968,118,91,540,
1969,118,98,354,
1970,118,102,217,
1971,118,104,232,
1972,118,108,162,
1973,118,111,85,
1974,118,112,64,
1975,118,114,38,
1976,118,115,28,
1977,118,115,21,
1978,118,115,27,
1979,118,116,13,
1980,118,117,8,
1981,118,116,7,
1982,118,117,3,
1983,118,117,3,
1984,118,117,3,
1985,118,117,4,
1986,118,117,5,
1987,118,117,3,
1988,118,117,2,
1989,118,117,2,
1990,118,117,2,
1991,118,117,3,
1992,118,117,0,
1993,118,117,0,
1994,118,34,886,
1995,118,39,895,
1996,118,46,896,
1997,118,53,888,
1998,118,59,768,
1999,118,65,825,
2000,118,75,691,
2001,118,82,520,
2002,118,86,488,
2003,118,91,352,
2004,118,91,420,
2005,118,96,317,
2006,118,103,146,
2007,118,105,135,
2008,118,105,147,
2009,118,107,113,
2010,118,108,109,
2011,118,110,70,
2012,118,111,57,
2013,118,113,39,
2014,118,113,34,
2015,118,114,31,
2016,118,114,32,
2017,118,114,32,
2018,118,115,17,
2019,118,116,6,
2020,118,116,6,
2021,118,116,5,
2022,118,117,2,
2023,118,117,1,
2024,118,117,2,
2025,118,117,2,
2026,118,117,1,
2027,118,117,1,
2028,118,117,1,
2029,118,117,1,
2030,118,117,0,
2031,118,117,0,
2032,118,34,868,
2033,118,41,1023,
2034,118,48,1014,
2035,118,59,1064,
2036,118,72,1097,
2037,118,82,927,
2038,118,88,705,
2039,118,95,596,
2040,118,100,415,
2041,118,102,378,
2042,118,109,145,
2043,118,111,63,
2044,118,113,47,
2045,118,114,43,
2046,118,114,41,
2047,118,114,24,
2048,118,115,20,
2049,118,115,17,
2050,118,116,13,
2051,118,117,6,
2052,118,117,4,
2053,118,117,4,
2054,118,117,3,
2055,118,117,3,
2056,118,117,2,
2057,118,117,2,
2058,118,117,3,
2059,118,117,2,
2060,118,117,0,
2061,118,117,0,
2062,118,34,879,
2063,118,41,1131,
2064,118,53,1408,
2065,118,68,1389,
2066,118,82,1019,
2067,118,91,812,
2068,118,95,627,
2069,118,103,385,
2070,118,108,202,
2071,118,112,88,
2072,118,114,29,
2073,118,116,9,
2074,118,116,6,
2075,118,116,5,
2076,118,117,2,
2077,118,117,2,
2078,118,117,2,
2079,118,117,1,
2080,118,117,2,
2081,118,117,1,
2082,118,117,0,
2083,118,117,0,
2084,118,35,867,
2085,118,42,1055,
2086,118,52,1162,
2087,118,65,1076,
2088,118,75,920,
2089,118,83,844,
2090,118,90,583,
2091,118,95,399,
2092,118,100,286,
2093,118,104,260,
2094,118,108,178,
2095,118,110,109,
2096,118,112,63,
2097,118,114,32,
2098,118,115,24,
2099,118,114,28,
2100,118,115,19,
2101,118,115,16,
2102,118,115,16,
2103,118,116,7,
2104,118,117,4,
2105,118,117,2,
2106,118,117,0,
2107,118,117,0,
2108,118,34,873,
2109,118,41,1044,
2110,118,50,988,
2111,118,62,1035,
2112,118,69,938,
2113,118,80,944,
2114,118,91,768,
2115,118,100,554,
2116,118,107,273,
2117,118,109,196,
2118,118,111,118,
2119,118,114,49,
2120,118,115,25,
2121,118,115,23,
2122,118,116,15,
2123,118,116,9,
2124,118,116,11,
2125,118,116,6,
2126,118,117,4,
2127,118,117,3,
2128,118,117,3,
2129,118,117,2,
2130,118,117,2,
2131,118,117,2,
2132,118,117,2,
2133,118,117,2,
2134,118,117,1,
2135,118,117,1,
2136,118,117,0,
2137,118,117,0,
2138,118,34,877,
2139,118,43,1097,
2140,118,53,1270,
2141,118,65,1371,
2142,118,78,1255,
2143,118,89,846,
2144,118,95,611,
2145,118,99,446,
2146,118,104,322,
2147,118,107,227,
2148,118,109,163,
2149,118,111,93,
2150,118,114,53,
2151,118,114,36,
2152,118,116,19,
2153,118,116,10,
2154,118,116,11,
2155,118,117,7,
2156,118,117,5,
2157,118,117,2,
2158,118,117,0,
2159,118,117,0,
2160,118,35,870,
2161,118,43,1124,
2162,118,54,1141,
2163,118,63,1014,
2164,118,76,851,
2165,118,83,688,
2166,118,91,568,
2167,118,100,344,
2168,118,104,273,
2169,118,107,217,
2170,118,110,123,
2171,118,112,69,
2172,118,113,75,
2173,118,114,48,
2174,118,114,62,
2175,118,116,28,
2176,118,116,28,
2177,118,116,24,
2178,118,116,19,
2179,118,117,2,
2180,118,117,1,
2181,118,117,1,
2182,118,117,0,
2183,118,117,0,
2184,118,33,899,
2185,118,38,869,
2186,118,43,673,
2187,118,50,561,
2188,118,55,527,
2189,114,60,433,
2190,111,63,405,
2191,104,69,315,
2192,109,73,153,
2193,109,77,174,
2194,109,80,151,
2195,110,83,142,
2196,109,83,142,
2197,109,86,147,
2198,107,88,141,
2199,108,91,91,
2200,108,94,70,
2201,106,95,51,
2202,110,97,40,
2203,113,98,51,
2204,113,100,49,
2205,112,100,28,
2206,112,101,34,
2207,113,101,40,
2208,113,102,41,
2209,114,104,28,
2210,116,104,31,
2211,118,106,23,
2212,116,107,18,
2213,116,108,18,
2214,116,108,20,
2215,118,109,20,
2216,118,110,16,
2217,118,111,16,
2218,118,113,16,
2219,118,114,9,
2220,118,115,10,
2221,118,116,5,
2222,118,116,6,
2223,118,116,5,
2224,118,116,4,
2225,118,116,4,
2226,118,117,3,
2227,118,117,2,
2228,118,117,1,
2229,118,117,1,
2230,118,117,0,
2231,118,117,0,
2232,118,35,869,
2233,118,42,1046,
2234,118,51,1076,
2235,118,62,989,
2236,118,70,822,
2237,118,76,683,
2238,118,80,625,
2239,118,90,352,
2240,118,96,324,
2241,118,99,297,
2242,118,102,208,
2243,118,105,153,
2244,118,108,128,
2245,118,112,60,
2246,118,113,51,
2247,118,113,44,
2248,118,115,26,
2249,118,114,25,
2250,118,115,24,
2251,118,115,19,
2252,118,115,19,
2253,118,116,16,
2254,118,117,4,
2255,118,117,3,
2256,118,117,2,
2257,118,117,2,
2258,118,117,2,
2259,118,117,0,
2260,118,117,0,
2261,118,35,863,
2262,118,40,989,
2263,118,43,689,
2264,118,52,817,
2265,118,55,644,
2266,118,63,641,
2267,118,72,575,
2268,118,79,448,
2269,118,84,370,
2270,118,92,209,
2271,118,94,227,
2272,118,96,201,
2273,118,98,200,
2274,118,99,149,
2275,118,103,89,
2276,118,103,90,
2277,118,106,79,
2278,118,108,68,
2279,118,110,49,
2280,118,111,29,
2281,118,112,27,
2282,118,113,23,
2283,118,114,17,
2284,118,114,16,
2285,118,116,7,
2286,118,116,5,
2287,118,117,3,
2288,118,117,2,
2289,118,117,1,
2290,118,117,1,
2291,118,117,1,
2292,118,117,0,
2293,118,117,0,
2294,118,34,874,
2295,118,42,1136,
2296,118,50,1066,
2297,118,57,757,
2298,118,62,718,
2299,118,68,556,
2300,118,81,467,
2301,118,86,366,
2302,118,91,261,
2303,118,93,275,
2304,118,96,202,
2305,118,101,151,
2306,118,102,94,
2307,118,104,88,
2308,118,106,85,
2309,118,108,73,
2310,118,108,69,
2311,118,110,56,
2312,118,113,45,
2313,118,113,46,
2314,118,114,32,
2315,118,114,26,
2316,118,116,9,
2317,118,116,8,
2318,118,116,5,
2319,118,117,5,
2320,118,116,5,
2321,118,116,7,
2322,118,117,5,
2323,118,117,4,
2324,118,117,3,
2325,118,117,3,
2326,118,117,3,
2327,118,117,3,
2328,118,117,1,
2329,118,117,0,
2330,118,117,0,
2331,118,34,875,
2332,118,39,886,
2333,118,47,837,
2334,118,54,821,
2335,118,63,699,
2336,118,71,790,
2337,118,81,755,
2338,118,90,588,
2339,118,94,491,
2340,118,101,329,
2341,118,105,231,
2342,118,107,178,
2343,118,109,134,
2344,118,111,92,
2345,118,111,87,
2346,118,111,86,
2347,118,113,61,
2348,118,114,39,
2349,118,113,41,
2350,118,114,23,
2351,118,114,22,
2352,118,115,20,
2353,118,116,9,
2354,118,115,10,
2355,118,115,15,
2356,118,115,12,
2357,118,116,11,
2358,118,116,9,
2359,118,117,4,
2360,118,117,1,
2361,118,117,0,
2362,118,117,0,
2363,118,34,876,
2364,118,40,892,
2365,118,48,936,
2366,118,58,1060,
2367,118,69,1055,
2368,118,80,917,
2369,118,85,860,
2370,118,92,645,
2371,118,100,374,
2372,118,106,195,
2373,118,109,103,
2374,118,110,93,
2375,118,112,62,
2376,118,113,42,
2377,118,113,47,
2378,118,114,39,
2379,118,115,12,
2380,118,116,12,
2381,118,116,13,
2382,118,116,12,
2383,118,116,12,
2384,118,116,8,
2385,118,116,6,
2386,118,117,4,
2387,118,117,2,
2388,118,117,3,
2389,118,117,1,
2390,118,117,1,
2391,118,117,0,
2392,118,117,0,
2393,118,34,877,
2394,118,43,1111,
2395,118,53,1119,
2396,118,64,973,
2397,118,72,928,
2398,118,82,784,
2399,118,88,595,
2400,118,96,431,
2401,118,102,317,
2402,118,106,240,
2403,118,110,86,
2404,118,112,46,
2405,118,114,19,
2406,118,114,14,
2407,118,115,10,
2408,118,116,10,
2409,118,116,6,
2410,118,117,4,
2411,118,117,3,
2412,118,117,1,
2413,118,117,1,
2414,118,117,1,
2415,118,117,0,
2416,118,117,0,
2417,118,34,880,
2418,118,42,980,
2419,118,52,1099,
2420,118,62,946,
2421,118,75,832,
2422,118,82,899,
2423,118,92,606,
2424,118,101,352,
2425,118,100,328,
2426,118,102,293,
2427,118,104,275,
2428,118,106,197,
2429,118,108,159,
2430,118,109,108,
2431,118,110,75,
2432,118,112,47,
2433,118,114,33,
2434,118,115,22,
2435,118,115,22,
2436,118,116,16,
2437,118,115,20,
2438,118,116,10,
2439,118,116,11,
2440,118,116,12,
2441,118,116,12,
2442,118,116,10,
2443,118,117,3,
2444,118,117,2,
2445,118,117,1,
2446,118,117,1,
2447,118,117,1,
2448,118,117,0,
2449,118,117,0,
2450,118,35,864,
2451,118,41,1002,
2452,118,49,1202,
2453,118,61,1222,
2454,118,76,1011,
2455,118,88,780,
2456,118,98,485,
2457,118,105,259,
2458,118,106,236,
2459,118,109,146,
2460,118,110,137,
2461,118,109,139,
2462,118,111,87,
2463,118,111,79,
2464,118,112,75,
2465,118,114,36,
2466,118,115,26,
2467,118,115,22,
2468,118,115,16,
2469,118,116,10,
2470,118,116,7,
2471,118,116,6,
2472,118,116,6,
2473,118,117,4,
2474,118,117,2,
2475,118,117,2,
2476,118,117,1,
2477,118,117,0,
2478,118,117,0,
2479,118,35,868,
2480,118,43,1157,
2481,118,55,1187,
2482,118,63,1097,
2483,118,75,954,
2484,118,81,746,
2485,118,86,655,
2486,118,96,493,
2487,118,101,291,
2488,118,103,269,
2489,118,107,182,
2490,118,109,171,
2491,118,109,159,
2492,118,109,189,
2493,118,112,109,
2494,118,114,66,
2495,118,116,25,
2496,118,117,3,
2497,118,117,4,
2498,118,117,4,
2499,118,117,2,
2500,118,117,2,
2501,118,117,1,
2502,118,117,2,
2503,118,117,1,
2504,118,117,0,
2505,118,117,0,
2506,118,34,883,
2507,118,41,1014,
2508,118,50,1105,
2509,118,63,1171,
2510,118,71,1087,
2511,118,78,866,
2512,118,87,719,
2513,118,93,585,
2514,118,101,330,
2515,118,104,214,
2516,118,106,173,
2517,118,109,119,
2518,118,110,105,
2519,118,113,67,
2520,118,113,55,
2521,118,114,46,
2522,118,115,22,
2523,118,115,20,
2524,118,116,16,
2525,118,117,6,
2526,118,116,10,
2527,118,116,12,
2528,118,117,9,
2529,118,117,2,
2530,118,117,0,
2531,118,117,1,
2532,118,117,0,
2533,118,117,0,
2534,118,35,856,
2535,118,41,1021,
2536,118,51,1099,
2537,118,60,846,
2538,118,62,628,
2539,110,66,449,
2540,112,73,319,
2541,116,78,303,
2542,118,84,233,
2543,118,87,193,
2544,109,91,147,
2545,111,93,144,
2546,115,93,131,
2547,113,95,135,
2548,114,97,129,
2549,115,98,159,
2550,114,101,107,
2551,118,102,98,
2552,118,105,82,
2553,118,107,78,
2554,118,107,87,
2555,118,109,69,
2556,118,109,65,
2557,118,111,63,
2558,118,112,42,
2559,118,112,48,
2560,118,114,25,
2561,118,115,12,
2562,118,116,9,
2563,118,116,11,
2564,118,116,8,
2565,118,116,7,
2566,118,117,6,
2567,118,116,7,
2568,118,117,5,
2569,118,117,6,
2570,118,117,3,
2571,118,117,1,
2572,118,117,1,
2573,118,117,0,
2574,118,117,1,
2575,118,117,0,
2576,118,118,0,
2577,118,34,878,
2578,118,40,966,
2579,118,47,954,
2580,118,57,840,
2581,118,64,693,
2582,118,67,728,
2583,118,75,756,
2584,118,80,515,
2585,118,86,442,
2586,118,93,341,
2587,118,95,253,
2588,118,99,169,
2589,118,102,151,
2590,118,106,118,
2591,118,109,116,
2592,118,110,73,
2593,118,112,59,
2594,118,114,19,
2595,118,115,18,
2596,118,116,8,
2597,118,116,3,
2598,118,117,2,
2599,118,117,1,
2600,118,117,1,
2601,118,117,1,
2602,118,117,1,
2603,118,117,1,
2604,118,117,1,
2605,118,117,0,
2606,118,117,0,
2607,118,35,873,
2608,118,41,1049,
2609,118,52,1366,
2610,118,68,1571,
2611,118,82,1299,
2612,118,94,946,
2613,118,102,551,
2614,118,104,376,
2615,118,107,355,
2616,118,110,199,
2617,118,112,94,
2618,118,112,64,
2619,118,113,55,
2620,118,114,43,
2621,118,115,38,
2622,118,116,21,
2623,118,115,26,
2624,118,116,9,
2625,118,117,8,
2626,118,117,5,
2627,118,117,5,
2628,118,117,7,
2629,118,117,9,
2630,118,117,10,
2631,118,117,7,
2632,118,116,10,
2633,118,117,5,
2634,118,117,2,
2635,118,117,0,
2636,118,118,0,
2637,118,35,873,
2638,118,41,1047,
2639,118,49,1080,
2640,118,53,860,
2641,118,60,995,
2642,118,73,762,
2643,118,86,582,
2644,118,91,499,
2645,118,97,411,
2646,118,99,251,
2647,118,103,213,
2648,118,107,138,
2649,118,109,110,
2650,118,110,88,
2651,118,111,54,
2652,118,113,41,
2653,118,113,37,
2654,118,114,25,
2655,118,116,9,
2656,118,117,5,
2657,118,117,5,
2658,118,117,5,
2659,118,117,1,
2660,118,117,1,
2661,118,117,3,
2662,118,117,2,
2663,118,117,2,
2664,118,117,0,
2665,118,118,0,
2666,118,35,866,
2667,118,40,850,
2668,118,47,857,
2669,118,53,806,
2670,118,62,767,
2671,116,69,500,
2672,116,75,403,
2673,112,79,417,
2674,112,85,345,
2675,118,90,197,
2676,111,94,141,
2677,111,94,127,
2678,114,96,116,
2679,115,97,112,
2680,118,100,92,
2681,118,103,65,
2682,118,105,44,
2683,118,106,35,
2684,118,107,31,
2685,118,109,28,
2686,118,110,27,
2687,118,110,30,
2688,118,111,25,
2689,118,112,19,
2690,118,113,12,
2691,118,113,15,
2692,118,114,13,
2693,118,115,10,
2694,118,115,9,
2695,118,116,8,
2696,118,116,9,
2697,118,116,7,
2698,118,116,5,
2699,118,116,3,
2700,118,116,4,
2701,118,116,3,
2702,118,117,3,
2703,118,117,2,
2704,118,117,2,
2705,118,117,2,
2706,118,117,3,
2707,118,117,3,
2708,118,117,3,
2709,118,117,1,
2710,118,117,2,
2711,118,117,2,
2712,118,117,2,
2713,118,117,3,
2714,118,117,1,
2715,118,117,1,
2716,118,117,0,
2717,118,117,0,
2718,118,34,883,
2719,118,39,806,
2720,118,47,774,
2721,118,55,701,
2722,111,61,444,
2723,99,66,277,
2724,100,69,244,
2725,100,73,219,
2726,102,75,208,
2727,110,78,176,
2728,108,81,134,
2729,108,84,128,
2730,109,88,101,
2731,116,89,124,
2732,116,91,125,
2733,115,93,77,
2734,115,93,71,
2735,115,94,78,
2736,114,96,81,
2737,113,96,89,
2738,113,97,65,
2739,114,100,55,
2740,116,101,59,
2741,116,102,72,
2742,116,103,70,
2743,118,105,61,
2744,117,108,35,
2745,118,109,27,
2746,118,110,24,
2747,118,111,18,
2748,118,112,14,
2749,118,112,12,
2750,118,113,10,
2751,118,114,10,
2752,118,114,10,
2753,118,115,7,
2754,118,116,4,
2755,118,116,4,
2756,118,116,4,
2757,118,116,3,
2758,118,117,2,
2759,118,117,2,
2760,118,117,1,
2761,118,117,1,
2762,118,117,1,
2763,118,117,0,
2764,118,117,0,
2765,118,35,857,
2766,118,43,1084,
2767,118,51,1012,
2768,118,59,948,
2769,118,67,817,
2770,118,76,776,
2771,118,85,604,
2772,118,92,453,
2773,118,95,392,
2774,118,98,318,
2775,118,101,249,
2776,118,103,244,
2777,118,108,171,
2778,118,110,112,
2779,118,113,44,
2780,118,114,29,
2781,118,114,29,
2782,118,114,26,
2783,118,115,20,
2784,118,115,16,
2785,118,115,16,
2786,118,116,10,
2787,118,117,3,
2788,118,117,2,
2789,118,117,1,
2790,118,117,2,
2791,118,117,1,
2792,118,117,1,
2793,118,117,1,
2794,118,117,0,
2795,118,117,0,
2796,118,34,887,
2797,118,41,962,
2798,118,51,1043,
2799,118,65,1030,
2800,118,78,982,
2801,118,84,719,
2802,118,97,452,
2803,118,101,310,
2804,118,104,243,
2805,118,106,168,
2806,118,109,129,
2807,118,111,70,
2808,118,112,73,
2809,118,113,54,
2810,118,113,42,
2811,118,113,40,
2812,118,115,21,
2813,118,115,23,
2814,118,115,23,
2815,118,115,13,
2816,118,116,12,
2817,118,116,12,
2818,118,115,16,
2819,118,116,12,
2820,118,116,9,
2821,118,116,9,
2822,118,117,2,
2823,118,117,1,
2824,118,117,2,
2825,118,117,1,
2826,118,117,0,
2827,118,117,0,
2828,118,34,881,
2829,118,42,1222,
2830,118,51,1259,
2831,118,63,1242,
2832,118,76,1072,
2833,118,85,905,
2834,118,92,684,
2835,118,96,514,
2836,118,104,252,
2837,118,107,141,
2838,118,109,105,
2839,118,109,100,
2840,118,111,83,
2841,118,110,108,
2842,118,112,84,
2843,118,114,51,
2844,118,114,36,
2845,118,115,21,
2846,118,116,18,
2847,118,116,14,
2848,118,116,17,
2849,118,116,12,
2850,118,116,11,
2851,118,116,8,
2852,118,117,3,
2853,118,117,1,
2854,118,117,0,
2855,118,117,0,
2856,118,34,874,
2857,118,40,949,
2858,118,45,871,
2859,118,56,970,
2860,118,68,853,
2861,118,75,691,
2862,118,84,602,
2863,118,93,391,
2864,118,96,298,
2865,118,101,227,
2866,118,103,201,
2867,118,105,138,
2868,118,108,105,
2869,118,109,84,
2870,119,109,79,
2871,119,109,83,
2872,119,110,94,
2873,119,111,85,
2874,119,113,65,
