GENERAZIONE,MAX,MEDIA,VARIANZA
2875,119,113,56,
2876,119,113,60,
2877,119,114,50,
2878,119,116,17,
2879,119,116,12,
2880,119,117,7,
2881,119,117,5,
2882,119,117,4,
2883,119,118,2,
2884,119,118,1,
2885,119,118,1,
2886,119,118,2,
2887,119,118,2,
2888,119,118,1,
2889,119,118,0,
2890,119,118,0,
2891,119,34,894,
2892,119,39,926,
2893,119,50,1224,
2894,119,62,1265,
2895,119,74,1170,
2896,119,81,914,
2897,119,89,708,
2898,119,97,523,
2899,119,100,364,
2900,119,106,275,
2901,119,108,229,
2902,119,111,171,
2903,119,111,151,
2904,119,113,97,
2905,119,114,58,
2906,119,116,25,
2907,119,116,22,
2908,119,116,22,
2909,119,117,8,
2910,119,117,11,
2911,119,117,10,
2912,119,117,9,
2913,119,118,4,
2914,119,118,3,
2915,119,118,3,
2916,119,118,0,
2917,119,118,0,
2918,119,34,906,
2919,119,39,937,
2920,119,42,726,
2921,119,50,820,
2922,116,57,716,
2923,119,66,625,
2924,119,77,509,
2925,119,82,480,
2926,119,86,484,
2927,119,93,335,
2928,119,94,306,
2929,119,97,177,
2930,119,98,198,
2931,119,103,111,
2932,119,106,97,
2933,119,108,86,
2934,119,109,69,
2935,119,110,69,
2936,119,112,57,
2937,119,113,30,
2938,119,115,15,
2939,119,115,15,
2940,119,116,14,
2941,119,117,7,
2942,119,117,7,
2943,119,118,7,
2944,119,118,6,
2945,119,118,2,
2946,119,118,2,
2947,119,118,2,
2948,119,118,2,
2949,119,118,2,
2950,119,118,2,
2951,119,118,2,
2952,119,118,2,
2953,119,118,1,
2954,119,118,1,
2955,119,118,1,
2956,119,118,0,
2957,119,118,0,
2958,119,35,886,
2959,119,38,912,
2960,119,45,1013,
2961,119,54,1069,
2962,119,65,980,
2963,119,77,783,
2964,119,85,497,
2965,119,87,411,
2966,119,91,362,
2967,119,94,382,
2968,119,97,291,
2969,119,101,184,
2970,119,105,153,
2971,119,108,145,
2972,119,108,139,
2973,119,112,61,
2974,119,113,50,
2975,119,114,25,
2976,119,116,17,
2977,119,116,20,
2978,119,116,11,
2979,119,117,9,
2980,119,118,3,
2981,119,118,2,
2982,119,118,1,
2983,119,118,1,
2984,119,118,2,
2985,119,118,0,
2986,119,118,0,
2987,119,34,907,
2988,119,39,904,
2989,119,47,920,
2990,119,57,871,
2991,119,64,725,
2992,119,68,661,
2993,119,75,615,
2994,119,82,524,
2995,119,86,476,
2996,119,93,408,
2997,119,92,432,
2998,119,101,198,
2999,119,104,165,
3000,119,106,143,
3001,119,108,102,
3002,119,110,91,
3003,119,111,70,
3004,119,112,58,
3005,119,113,54,
3006,119,115,39,
3007,119,115,32,
3008,119,116,16,
3009,119,117,11,
3010,119,117,11,
3011,119,117,5,
3012,119,118,3,
3013,119,118,1,
3014,119,118,1,
3015,119,118,0,
3016,119,118,0,
3017,119,35,890,
3018,119,40,964,
3019,119,48,1040,
3020,119,60,1032,
3021,119,67,861,
3022,119,73,738,
3023,119,84,617,
3024,119,91,475,
3025,119,99,440,
3026,119,104,291,
3027,119,106,211,
3028,119,109,99,
3029,119,111,83,
3030,119,112,78,
3031,119,116,24,
3032,119,116,17,
3033,119,117,12,
3034,119,116,14,
3035,119,117,5,
3036,119,118,4,
3037,119,118,2,
3038,119,118,1,
3039,119,118,0,
3040,119,118,0,
3041,119,34,900,
3042,119,39,972,
3043,119,48,1173,
3044,119,58,1136,
3045,119,69,939,
3046,119,76,561,
3047,117,80,471,
3048,117,84,396,
3049,117,90,267,
3050,117,92,198,
3051,117,94,218,
3052,117,98,137,
3053,115,100,100,
3054,117,102,92,
3055,119,104,67,
3056,119,106,47,
3057,119,107,53,
3058,119,107,53,
3059,119,109,45,
3060,119,110,49,
3061,119,112,46,
3062,119,113,32,
3063,119,115,18,
3064,119,116,20,
3065,119,116,19,
3066,119,116,16,
3067,119,116,12,
3068,119,117,14,
3069,119,118,6,
3070,119,118,5,
3071,119,118,2,
3072,119,118,0,
3073,119,118,1,
3074,119,118,1,
3075,119,118,0,
3076,119,118,0,
3077,119,34,903,
3078,119,43,1156,
3079,119,48,1098,
3080,119,62,1131,
3081,119,68,847,
3082,119,75,799,
3083,119,83,659,
3084,119,90,513,
3085,119,93,457,
3086,119,99,363,
3087,119,104,275,
3088,119,109,165,
3089,119,111,110,
3090,119,112,77,
3091,119,114,54,
3092,119,114,56,
3093,119,116,27,
3094,119,116,26,
3095,119,117,11,
3096,119,117,7,
3097,119,117,5,
3098,119,118,2,
3099,119,118,1,
3100,119,118,1,
3101,119,118,0,
3102,119,118,0,
3103,119,34,894,
3104,119,40,901,
3105,119,50,1032,
3106,119,60,1014,
3107,119,65,627,
3108,119,72,459,
3109,119,75,400,
3110,119,82,243,
3111,119,85,258,
3112,119,83,257,
3113,119,88,251,
3114,117,91,198,
3115,117,95,200,
3116,117,97,181,
3117,119,100,135,
3118,119,102,115,
3119,119,106,79,
3120,119,107,49,
3121,118,108,42,
3122,119,110,33,
3123,119,110,40,
3124,119,111,40,
3125,119,112,37,
3126,119,113,32,
3127,119,114,18,
3128,119,115,11,
3129,119,116,10,
3130,119,116,3,
3131,119,116,3,
3132,119,117,1,
3133,119,117,1,
3134,119,118,1,
3135,119,118,1,
3136,119,118,0,
3137,119,118,0,
3138,119,35,890,
3139,119,42,913,
3140,119,51,1068,
3141,119,63,1193,
3142,119,74,1007,
3143,119,84,742,
3144,119,95,491,
3145,119,100,431,
3146,119,105,278,
3147,119,108,153,
3148,119,111,131,
3149,119,112,110,
3150,119,113,72,
3151,119,114,65,
3152,119,114,66,
3153,119,116,19,
3154,119,116,16,
3155,119,117,16,
3156,119,117,20,
3157,119,117,27,
3158,119,116,25,
3159,119,117,9,
3160,119,118,5,
3161,119,118,2,
3162,119,118,2,
3163,119,118,0,
3164,119,118,0,
3165,119,35,888,
3166,119,42,1040,
3167,119,51,1267,
3168,119,60,1075,
3169,119,72,1007,
3170,119,83,823,
3171,119,93,587,
3172,119,95,497,
3173,119,98,443,
3174,119,99,303,
3175,119,102,285,
3176,119,106,188,
3177,119,108,166,
3178,119,111,129,
3179,119,113,57,
3180,119,114,38,
3181,119,116,24,
3182,119,116,21,
3183,119,117,11,
3184,119,117,9,
3185,119,117,9,
3186,119,118,6,
3187,119,118,6,
3188,119,118,4,
3189,119,118,5,
3190,119,118,2,
3191,119,118,2,
3192,119,118,0,
3193,119,118,0,
3194,119,34,901,
3195,119,40,933,
3196,119,49,982,
3197,119,57,984,
3198,119,65,837,
3199,119,74,682,
3200,119,79,560,
3201,119,87,389,
3202,117,92,292,
3203,119,98,152,
3204,119,99,161,
3205,119,102,144,
3206,119,105,129,
3207,119,108,89,
3208,119,110,48,
3209,119,112,45,
3210,119,113,28,
3211,119,114,31,
3212,119,114,28,
3213,119,115,19,
3214,119,116,14,
3215,119,117,9,
3216,119,117,10,
3217,119,117,8,
3218,119,117,7,
3219,119,118,6,
3220,119,118,3,
3221,119,118,4,
3222,119,118,3,
3223,119,118,1,
3224,119,118,2,
3225,119,118,1,
3226,119,118,0,
3227,119,119,0,
3228,119,34,913,
3229,119,42,1114,
3230,119,48,1030,
3231,119,60,1132,
3232,119,72,932,
3233,119,85,590,
3234,119,89,485,
3235,119,96,296,
3236,119,102,228,
3237,119,106,148,
3238,119,108,138,
3239,119,110,111,
3240,119,112,83,
3241,119,114,45,
3242,119,115,23,
3243,119,116,22,
3244,119,116,19,
3245,119,116,17,
3246,119,117,13,
3247,119,117,8,
3248,119,117,7,
3249,119,118,7,
3250,119,117,9,
3251,119,117,10,
3252,119,117,11,
3253,119,117,16,
3254,119,117,15,
3255,119,117,10,
3256,119,117,10,
3257,119,117,7,
3258,119,118,5,
3259,119,118,6,
3260,119,118,7,
3261,119,118,4,
3262,119,118,5,
3263,119,118,2,
3264,119,118,1,
3265,119,118,0,
3266,119,118,0,
3267,119,34,893,
3268,119,41,977,
3269,119,51,1082,
3270,119,63,1214,
3271,119,72,991,
3272,119,80,769,
3273,119,87,656,
3274,119,95,480,
3275,119,98,374,
3276,119,100,320,
3277,119,104,274,
3278,119,107,187,
3279,119,110,125,
3280,119,111,110,
3281,119,112,90,
3282,119,112,63,
3283,119,114,42,
3284,119,115,32,
3285,119,116,23,
3286,119,115,31,
3287,119,117,11,
3288,119,117,7,
3289,119,118,2,
3290,119,118,3,
3291,119,118,2,
3292,119,118,2,
3293,119,118,2,
3294,119,118,1,
3295,119,118,0,
3296,119,118,0,
3297,119,35,875,
3298,119,40,811,
3299,119,46,849,
3300,119,53,816,
3301,119,64,794,
3302,119,75,711,
3303,119,83,654,
3304,119,89,576,
3305,119,94,389,
3306,119,98,326,
3307,119,104,188,
3308,119,106,172,
3309,119,110,126,
3310,119,110,91,
3311,119,112,71,
3312,119,113,58,
3313,119,113,53,
3314,119,114,42,
3315,119,115,38,
3316,119,116,18,
3317,119,117,12,
3318,119,118,4,
3319,119,118,2,
3320,119,118,3,
3321,119,118,2,
3322,119,118,3,
3323,119,118,3,
3324,119,118,2,
3325,119,118,1,
3326,119,118,3,
3327,119,118,0,
3328,119,118,0,
3329,119,34,904,
3330,119,38,827,
3331,119,46,996,
3332,119,57,942,
3333,119,67,797,
3334,119,76,703,
3335,119,79,608,
3336,119,86,415,
3337,119,94,273,
3338,119,98,219,
3339,119,101,175,
3340,119,102,124,
3341,119,104,132,
3342,119,105,125,
3343,119,108,72,
3344,119,110,56,
3345,119,111,57,
3346,119,113,44,
3347,119,114,28,
3348,119,115,26,
3349,119,116,26,
3350,119,117,9,
3351,119,117,8,
3352,119,117,7,
3353,119,117,7,
3354,119,117,5,
3355,119,117,4,
3356,119,117,4,
3357,119,118,3,
3358,119,118,2,
3359,119,118,2,
3360,119,118,0,
3361,119,118,1,
3362,119,118,0,
3363,119,118,0,
3364,119,34,895,
3365,119,40,985,
3366,119,48,938,
3367,119,55,889,
3368,119,63,666,
3369,119,69,645,
3370,119,76,541,
3371,116,86,418,
3372,119,91,359,
3373,115,93,344,
3374,119,95,347,
3375,119,98,277,
3376,119,102,147,
3377,119,103,124,
3378,119,106,107,
3379,119,106,115,
3380,119,108,74,
3381,119,110,69,
3382,119,110,70,
3383,119,112,57,
3384,119,114,37,
3385,119,115,32,
3386,119,116,19,
3387,119,117,22,
3388,119,116,28,
3389,119,117,13,
3390,119,117,12,
3391,119,117,8,
3392,119,118,4,
3393,119,118,4,
3394,119,118,4,
3395,119,118,2,
3396,119,118,1,
3397,119,118,1,
3398,119,118,2,
3399,119,118,1,
3400,119,118,1,
3401,119,118,1,
3402,119,118,1,
3403,119,118,1,
3404,119,118,0,
3405,119,118,0,
3406,119,34,893,
3407,119,37,929,
3408,119,45,1029,
3409,119,56,1130,
3410,119,69,1157,
3411,119,79,987,
3412,119,89,810,
3413,119,92,635,
3414,119,101,404,
3415,119,106,274,
3416,119,108,219,
3417,119,109,155,
3418,119,110,193,
3419,119,114,45,
3420,119,115,36,
3421,119,115,22,
3422,119,116,18,
3423,119,116,17,
3424,119,117,21,
3425,119,117,16,
3426,119,118,5,
3427,119,118,2,
3428,119,118,3,
3429,119,118,2,
3430,119,118,2,
3431,119,118,1,
3432,119,119,0,
3433,119,119,0,
3434,119,34,909,
3435,119,40,1103,
3436,119,48,1034,
3437,119,59,1104,
3438,119,72,1025,
3439,119,80,762,
3440,119,87,535,
3441,119,93,449,
3442,119,95,359,
3443,119,96,377,
3444,119,100,233,
3445,119,102,200,
3446,119,104,173,
3447,119,107,114,
3448,119,108,106,
3449,119,110,87,
3450,119,111,82,
3451,119,113,44,
3452,119,113,39,
3453,119,114,44,
3454,119,115,25,
3455,119,116,25,
3456,119,116,22,
3457,119,116,19,
3458,119,117,12,
3459,119,117,8,
3460,119,117,6,
3461,119,118,4,
3462,119,118,2,
3463,119,118,1,
3464,119,118,1,
3465,119,118,1,
3466,119,118,0,
3467,119,118,0,
3468,119,34,905,
3469,119,40,945,
3470,119,47,806,
3471,119,53,614,
3472,119,56,493,
3473,119,59,513,
3474,119,65,526,
3475,114,70,439,
3476,117,76,479,
3477,117,81,391,
3478,114,88,250,
3479,119,92,202,
3480,119,95,155,
3481,117,96,105,
3482,115,97,80,
3483,115,100,67,
3484,117,102,60,
3485,118,103,58,
3486,118,105,56,
3487,118,107,50,
3488,119,108,42,
3489,119,110,29,
3490,119,112,18,
3491,119,112,18,
3492,119,113,17,
3493,119,114,18,
3494,119,115,15,
3495,119,115,16,
3496,119,116,12,
3497,119,116,12,
3498,119,116,9,
3499,119,116,8,
3500,119,117,6,
3501,119,117,3,
3502,119,118,1,
3503,119,118,0,
3504,119,118,0,
3505,119,35,887,
3506,119,42,1084,
3507,119,53,1224,
3508,119,65,1232,
3509,119,79,994,
3510,119,89,879,
3511,119,96,565,
3512,119,102,398,
3513,119,106,324,
3514,119,111,136,
3515,119,112,114,
3516,119,114,53,
3517,119,114,72,
3518,119,114,44,
3519,119,116,31,
3520,119,116,26,
3521,119,117,14,
3522,119,117,11,
3523,119,117,7,
3524,119,117,5,
3525,119,117,6,
3526,119,117,5,
3527,119,118,5,
3528,119,118,4,
3529,119,118,4,
3530,119,118,3,
3531,119,118,4,
3532,119,118,1,
3533,119,118,1,
3534,119,118,2,
3535,119,118,2,
3536,119,118,0,
3537,119,118,0,
3538,119,34,897,
3539,119,38,788,
3540,119,47,908,
3541,119,54,764,
3542,119,61,699,
3543,119,69,495,
3544,119,71,422,
3545,109,76,350,
3546,109,80,313,
3547,113,84,251,
3548,113,89,183,
3549,119,91,181,
3550,114,94,148,
3551,119,98,83,
3552,119,100,103,
3553,117,103,79,
3554,119,104,79,
3555,119,106,65,
3556,119,107,53,
3557,119,108,53,
3558,119,110,40,
3559,118,110,40,
3560,119,111,34,
3561,119,112,26,
3562,119,113,22,
3563,119,115,13,
3564,119,115,13,
3565,119,115,17,
3566,119,115,16,
3567,119,116,16,
3568,119,117,10,
3569,119,117,7,
3570,119,117,6,
3571,119,118,4,
3572,119,118,5,
3573,119,118,2,
3574,119,118,3,
3575,119,118,5,
3576,119,118,6,
3577,119,118,5,
3578,119,118,3,
3579,119,118,1,
3580,119,118,1,
3581,119,118,0,
3582,119,118,0,
3583,119,35,887,
3584,119,38,775,
3585,119,41,523,
3586,119,46,565,
3587,119,54,561,
3588,119,59,533,
3589,119,62,505,
3590,110,67,379,
3591,104,72,270,
3592,104,74,213,
3593,104,77,157,
3594,114,79,177,
3595,114,81,173,
3596,106,84,131,
3597,108,87,92,
3598,106,90,84,
3599,105,91,80,
3600,106,93,61,
3601,112,94,52,
3602,115,96,62,
3603,115,98,61,
3604,112,100,59,
3605,114,102,51,
3606,115,104,33,
3607,117,105,34,
3608,117,107,33,
3609,117,108,27,
3610,117,111,17,
3611,118,112,16,
3612,118,112,18,
3613,118,113,12,
3614,118,114,12,
3615,118,114,11,
3616,118,115,7,
3617,118,115,6,
3618,118,115,7,
3619,118,116,7,
3620,118,116,7,
3621,118,116,4,
3622,118,116,3,
3623,118,117,3,
3624,118,117,3,
3625,118,117,2,
3626,118,117,1,
3627,118,117,1,
3628,118,117,0,
3629,118,117,0,
3630,118,34,875,
3631,118,40,948,
3632,118,46,894,
3633,118,53,859,
3634,118,59,790,
3635,118,69,723,
3636,118,77,612,
3637,118,82,532,
3638,118,87,391,
3639,118,93,283,
3640,118,97,229,
3641,115,100,170,
3642,115,102,121,
3643,118,104,72,
3644,118,106,40,
3645,118,107,31,
3646,118,109,33,
3647,118,110,35,
3648,118,111,34,
3649,118,112,32,
3650,118,114,20,
3651,118,115,20,
3652,118,114,29,
3653,118,116,10,
3654,118,116,5,
3655,118,117,3,
3656,118,117,3,
3657,118,117,1,
3658,118,117,1,
3659,118,117,1,
3660,118,117,0,
3661,118,117,0,
3662,118,34,873,
3663,118,39,918,
3664,118,47,1074,
3665,118,55,885,
3666,118,64,833,
3667,118,73,955,
3668,118,84,693,
3669,118,93,540,
3670,118,100,356,
3671,118,108,145,
3672,118,110,105,
3673,118,111,79,
3674,118,113,62,
3675,118,113,42,
3676,118,114,31,
3677,118,114,27,
3678,118,114,39,
3679,118,114,44,
3680,118,115,21,
3681,118,115,20,
3682,118,116,13,
3683,118,116,10,
3684,118,117,2,
3685,118,117,1,
3686,118,117,1,
3687,118,117,1,
3688,118,118,0,
3689,118,118,0,
3690,118,34,881,
3691,118,40,871,
3692,118,49,979,
3693,118,58,905,
3694,118,67,872,
3695,118,75,734,
3696,118,82,577,
3697,118,90,474,
3698,118,95,289,
3699,118,100,248,
3700,118,105,144,
3701,118,108,101,
3702,118,109,89,
3703,118,111,64,
3704,118,113,36,
3705,118,114,26,
3706,118,115,15,
3707,118,115,18,
3708,118,115,17,
3709,118,115,24,
3710,118,115,20,
3711,118,115,22,
3712,118,115,20,
3713,118,116,11,
3714,118,116,9,
3715,118,117,5,
3716,118,117,6,
3717,118,117,5,
3718,118,117,4,
3719,118,117,6,
3720,118,117,1,
3721,118,117,1,
3722,118,117,2,
3723,118,117,1,
3724,118,117,1,
3725,118,117,1,
3726,118,117,1,
3727,118,117,0,
3728,118,117,0,
3729,118,34,884,
3730,118,41,1031,
3731,118,50,1082,
3732,118,60,1138,
3733,118,69,938,
3734,118,76,859,
3735,118,86,577,
3736,118,95,411,
3737,118,96,398,
3738,118,103,202,
3739,118,107,94,
3740,118,110,61,
3741,118,112,31,
3742,118,114,30,
3743,118,113,31,
3744,118,115,23,
3745,118,115,11,
3746,118,115,12,
3747,118,116,8,
3748,118,116,5,
3749,118,116,7,
3750,118,116,6,
3751,118,116,6,
3752,118,117,4,
3753,118,117,3,
3754,118,117,3,
3755,118,117,1,
3756,118,117,1,
3757,118,117,0,
3758,118,117,0,
3759,118,34,881,
3760,118,40,942,
3761,118,44,738,
3762,118,52,747,
3763,118,61,724,
3764,118,70,421,
3765,114,71,372,
3766,112,74,409,
3767,112,78,380,
3768,112,81,314,
3769,111,84,329,
3770,116,88,244,
3771,114,92,226,
3772,115,95,196,
3773,115,96,148,
3774,118,97,125,
3775,116,99,103,
3776,117,101,71,
3777,117,103,50,
3778,118,104,46,
3779,118,106,44,
3780,118,108,38,
3781,118,109,40,
3782,118,109,35,
3783,118,110,33,
3784,118,112,30,
3785,118,113,26,
3786,118,114,22,
3787,118,114,22,
3788,118,114,15,
3789,118,115,10,
3790,118,115,11,
3791,118,116,8,
3792,118,117,4,
3793,118,117,3,
3794,118,117,2,
3795,118,117,3,
3796,118,117,2,
3797,118,117,1,
3798,118,117,0,
3799,118,117,0,
3800,118,35,878,
3801,118,41,1005,
3802,118,52,1033,
3803,118,54,562,
3804,118,60,653,
3805,118,67,664,
3806,116,75,488,
3807,117,77,423,
3808,116,82,306,
3809,114,87,303,
3810,117,93,244,
3811,118,95,252,
3812,118,101,161,
3813,118,105,98,
3814,118,107,79,
3815,118,109,37,
3816,118,111,32,
3817,118,112,24,
3818,118,113,22,
3819,118,114,21,
3820,118,114,22,
3821,118,115,14,
3822,118,116,11,
3823,118,116,9,
3824,118,116,5,
3825,118,117,4,
3826,118,117,4,
3827,118,117,3,
3828,118,117,1,
3829,118,117,1,
3830,118,117,1,
3831,118,117,1,
3832,118,117,0,
3833,118,117,0,
3834,118,34,874,
3835,118,38,926,
3836,118,45,856,
3837,118,55,1060,
3838,118,64,902,
3839,118,73,720,
3840,118,81,559,
3841,118,86,475,
3842,118,93,347,
3843,118,98,241,
3844,118,100,257,
3845,118,102,216,
3846,118,104,182,
3847,118,107,132,
3848,118,109,84,
3849,118,111,70,
3850,118,113,36,
3851,118,114,28,
3852,118,114,22,
3853,118,115,16,
3854,118,115,11,
3855,118,116,12,
3856,118,116,12,
3857,118,116,7,
3858,118,116,7,
3859,118,117,5,
3860,118,117,3,
3861,118,117,2,
3862,118,117,1,
3863,118,117,0,
3864,118,117,1,
3865,118,117,0,
3866,118,118,0,
3867,118,34,892,
3868,118,39,958,
3869,118,48,987,
3870,118,52,799,
3871,118,60,827,
3872,118,65,666,
3873,118,75,542,
3874,113,81,370,
3875,113,85,337,
3876,115,90,228,
3877,117,93,192,
3878,118,97,130,
3879,117,98,110,
3880,118,101,108,
3881,118,103,108,
3882,118,104,64,
3883,118,106,65,
3884,118,107,56,
3885,118,108,34,
3886,118,110,25,
3887,118,110,29,
3888,118,111,29,
3889,118,111,31,
3890,118,112,26,
3891,118,113,23,
3892,118,113,22,
3893,118,114,19,
3894,118,114,17,
3895,118,115,14,
3896,118,116,8,
3897,118,116,4,
3898,118,117,3,
3899,118,117,2,
3900,118,117,2,
3901,118,117,0,
3902,118,117,0,
3903,118,34,886,
3904,118,39,825,
3905,118,51,971,
3906,118,62,1045,
3907,118,69,671,
3908,118,75,704,
3909,118,82,532,
3910,118,88,455,
3911,118,94,297,
3912,118,95,291,
3913,118,97,276,
3914,118,100,190,
3915,118,103,169,
3916,118,104,143,
3917,118,106,115,
3918,118,107,97,
3919,118,108,88,
3920,118,110,85,
3921,118,111,44,
3922,118,112,35,
3923,118,114,25,
3924,118,114,19,
3925,118,116,10,
3926,118,116,9,
3927,118,116,6,
3928,118,116,6,
3929,118,116,5,
3930,118,117,3,
3931,118,117,2,
3932,118,117,2,
3933,118,117,1,
3934,118,117,2,
3935,118,117,2,
3936,118,117,1,
3937,118,117,1,
3938,118,117,1,
3939,118,117,0,
3940,118,117,0,
3941,118,35,864,
3942,118,42,1090,
3943,118,53,1378,
3944,118,70,1316,
3945,118,82,896,
3946,118,91,660,
3947,118,99,530,
3948,118,107,271,
3949,118,111,138,
3950,118,114,64,
3951,118,115,47,
3952,118,115,31,
3953,118,116,19,
3954,118,116,16,
3955,118,117,13,
3956,118,117,9,
3957,118,117,9,
3958,118,117,9,
3959,118,118,0,
3960,118,118,0,
3961,118,34,878,
3962,118,43,1165,
3963,118,51,1223,
3964,118,62,1096,
3965,118,71,1001,
3966,118,80,854,
3967,118,86,637,
3968,119,93,522,
3969,119,99,306,
3970,119,104,226,
3971,119,108,110,
3972,119,110,83,
3973,119,111,89,
3974,119,112,78,
3975,119,114,43,
3976,119,114,40,
3977,119,115,23,
3978,119,115,27,
3979,119,115,26,
3980,119,116,18,
3981,119,117,15,
3982,119,117,17,
3983,119,117,24,
3984,119,117,19,
3985,119,117,15,
3986,119,118,10,
3987,119,117,9,
3988,119,118,2,
3989,119,118,3,
3990,119,118,3,
3991,119,118,1,
3992,119,118,1,
3993,119,118,0,
3994,119,118,0,
3995,119,34,890,
3996,119,42,1071,
3997,119,52,1231,
3998,119,64,1178,
3999,119,77,999,
4000,119,87,804,
4001,119,95,717,
4002,119,100,540,
4003,119,107,303,
4004,119,112,110,
4005,119,113,77,
4006,119,114,44,
4007,119,115,35,
4008,119,116,16,
4009,119,117,8,
4010,119,118,4,
4011,119,118,3,
4012,119,118,3,
4013,119,118,0,
4014,119,118,0,
4015,119,34,886,
4016,119,38,862,
4017,119,47,1032,
4018,119,61,1055,
4019,119,66,996,
4020,119,71,820,
4021,119,77,831,
4022,119,86,700,
4023,119,93,494,
4024,119,98,365,
4025,119,103,226,
4026,119,108,131,
4027,119,110,134,
4028,119,109,141,
4029,119,114,67,
4030,119,114,61,
4031,119,116,45,
4032,119,116,36,
4033,119,117,30,
4034,119,117,14,
4035,119,117,15,
4036,119,117,15,
4037,119,117,12,
4038,119,118,5,
4039,119,118,2,
4040,119,118,2,
4041,119,118,2,
4042,119,118,3,
4043,119,118,2,
4044,119,118,1,
4045,119,118,2,
4046,119,118,2,
4047,119,118,1,
4048,119,118,1,
4049,119,118,0,
4050,119,118,0,
4051,119,34,909,
4052,119,34,570,
4053,119,38,670,
4054,119,44,475,
4055,102,46,395,
4056,102,52,447,
4057,107,56,434,
4058,107,59,353,
4059,107,62,392,
4060,107,69,263,
4061,107,70,249,
4062,108,75,177,
4063,108,79,191,
4064,107,83,124,
4065,107,84,127,
4066,107,86,125,
4067,107,89,93,
4068,107,91,72,
4069,109,93,68,
4070,109,93,78,
4071,109,95,71,
4072,110,96,70,
4073,110,99,39,
4074,114,100,32,
4075,112,101,41,
4076,113,102,36,
4077,114,103,37,
4078,115,104,24,
4079,114,106,17,
4080,115,107,21,
4081,117,107,20,
4082,117,108,23,
4083,117,110,22,
4084,119,110,22,
4085,119,110,20,
4086,119,111,22,
4087,119,111,21,
4088,119,112,19,
4089,119,112,18,
4090,119,113,16,
4091,119,114,15,
4092,119,115,14,
4093,119,115,16,
4094,119,115,18,
4095,119,116,17,
4096,119,116,16,
4097,119,117,4,
4098,119,117,3,
4099,119,118,3,
4100,119,118,2,
4101,119,118,1,
4102,119,118,1,
4103,119,118,1,
4104,119,118,0,
4105,119,118,0,
4106,119,34,902,
4107,119,42,1020,
4108,119,53,1182,
4109,119,66,958,
4110,119,73,863,
4111,119,80,607,
4112,119,85,491,
4113,119,91,384,
4114,119,95,265,
4115,119,97,189,
4116,119,102,173,
4117,119,104,165,
4118,119,106,120,
4119,119,108,126,
4120,119,108,136,
4121,119,111,87,
4122,119,113,45,
4123,119,115,36,
4124,119,116,23,
4125,119,116,12,
4126,119,117,6,
4127,119,117,6,
4128,119,117,4,
4129,119,117,3,
4130,119,117,3,
4131,119,118,2,
4132,119,118,1,
4133,119,118,1,
4134,119,118,0,
4135,119,118,0,
4136,119,34,893,
4137,119,41,1060,
4138,119,53,1329,
4139,119,67,1453,
4140,119,78,1154,
4141,119,87,921,
4142,119,97,649,
4143,119,102,479,
4144,119,106,324,
4145,119,108,280,
4146,119,112,155,
4147,119,114,99,
4148,119,116,34,
4149,119,117,22,
4150,119,118,4,
4151,119,118,1,
4152,119,118,1,
4153,119,118,2,
4154,119,118,3,
4155,119,118,4,
4156,119,118,3,
4157,119,118,2,
4158,119,118,3,
4159,119,118,0,
4160,119,118,0,
4161,119,34,892,
4162,119,41,916,
4163,119,53,1056,
4164,119,62,938,
4165,119,73,881,
4166,119,80,711,
4167,119,86,493,
4168,119,94,458,
4169,119,100,360,
4170,119,103,276,
4171,119,108,166,
4172,119,111,89,
4173,119,114,54,
4174,119,116,22,
4175,119,116,24,
4176,119,116,21,
4177,119,117,9,
4178,119,118,5,
4179,119,118,3,
4180,119,118,3,
4181,119,118,2,
4182,119,118,5,
4183,119,118,3,
4184,119,118,0,
4185,119,118,0,
4186,119,34,895,
4187,119,38,836,
4188,119,46,868,
4189,119,54,770,
4190,119,64,776,
4191,119,70,682,
4192,119,78,692,
4193,119,87,549,
4194,119,92,353,
4195,119,96,304,
4196,119,99,267,
4197,119,101,229,
4198,119,105,104,
4199,119,106,109,
4200,119,109,94,
4201,119,111,70,
4202,119,113,44,
4203,119,114,37,
4204,119,114,41,
4205,119,115,34,
4206,119,115,43,
4207,119,116,18,
4208,119,117,17,
4209,119,117,15,
4210,119,118,7,
4211,119,118,5,
4212,119,118,1,
4213,119,118,0,
4214,119,118,0,
4215,119,34,896,
4216,119,40,770,
4217,119,49,851,
4218,119,58,786,
4219,119,65,660,
4220,119,74,632,
4221,119,82,487,
4222,119,89,364,
4223,119,94,271,
4224,117,98,203,
4225,119,101,169,
4226,119,102,148,
4227,119,105,120,
4228,119,107,84,
4229,119,109,81,
4230,119,110,41,
4231,119,112,36,
4232,119,113,37,
4233,119,115,24,
4234,119,115,22,
4235,119,115,15,
4236,119,116,9,
4237,119,117,8,
4238,119,117,4,
4239,119,118,3,
4240,119,118,2,
4241,119,118,1,
4242,119,118,1,
4243,119,118,0,
4244,119,118,0,
4245,119,35,887,
4246,119,41,1094,
4247,119,53,1424,
4248,119,67,1263,
4249,119,73,1151,
4250,119,87,800,
4251,119,95,589,
4252,119,100,524,
4253,119,105,320,
4254,119,114,94,
4255,119,115,53,
4256,119,117,30,
4257,119,118,9,
4258,120,118,3,
4259,120,118,2,
4260,120,118,1,
4261,120,118,0,
4262,120,118,0,
4263,120,35,898,
4264,120,42,1055,
